"","record","uuid","date","markers","status","D1","D2","H1","H2","vlist","qtime","vos","vosr15oe","vbrowser","vbrowserr15oe","vmobiledevice","vmobileos","start_date","testing","decLang","list","userAgent","dcua","session","source","url","HidQTest","QRACE","QRACEr5oe","S2","H3","H3A","R1","D103","H5","D109","D110","H4","T1","H1A","H5A","Z1","D111","D107","AGE2","EDU2","nweight","Q1","Q2","Q3","Q4","Q5","F1r1","F1r2","F1r3","F1r4","F1r5","F1r6","Q6","Q7r1","Q7r2","Q7r3","Q7r4","Q8","Q8r10oe","Q9","Q10","Q11r1","Q11r2","Q11r3","Q11r4","Q11r5","Q12","Q12X","Q13","Q14r1","Q14r2","Q14r3","Q14r4","Q14r5","Q14r6","Q14r7","Q14r8","Q15","Q16r1","Q16r2","Q16r3","Q16r4","Q16r5","Q16r6","Q16r7","Q16r8","Q17","Q17X","Q18r1","Q18r2","Q18r3","Q18r4","Q18r5","Q18r6","Q19","Q20r1","Q20r2","Q20r3","Q20r4","Q20r5","Q21r1","Q21r2","Q21r3","Q21r4","Q22","Q23","Q24r1","Q24r2","D101","conditionsmarker_Q18B","conditionsmarker_Q18A","PID"
"26",777,"7m5rd3fneqf924fr","11/13/2018 16:09","/TOTAL/CINT,/Gender/xJAGz,/Age/G6sOE,/GenderAge/oBHBm,/Race/FIYZ",3,2,60,3,4,1,969.95,4,"",12,"",5,6,"11/13/2018 15:53","","","114","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:63.0) Gecko/20100101 Firefox/63.0","..","rhq4gdv8q4rxw4db","","/survey/selfserve/53d/181153?state=964201295c97642b7f1d663fd831360d2d8ad998Q001NJVO000003ec",3,1,"",10,5,3,1,8,3,2,1,2,4,7,2,"33442",2,1,3,4,0.01,5,3,5,3,3,4,3,1,4,2,4,4,4,4,4,4,10,"dwane johnson",4,2,1,1,1,1,1,2,NA,4,3,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,4,2,3,1,NA,2,1,2,1,2,4,3,3,4,3,2,3,4,4,2,5,1,4,6,0,1,"0df25ac3-947a-a868-c53a-6cd9da150117"
"27",268,"mas0db9bpsjbgwvp","11/13/2018 16:20","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,42,2,3,1,2126.97,14,"",10,"",1,2,"11/13/2018 15:45","","","114","Mozilla/5.0 (Linux; Android 7.1.1; SM-J700T Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","wmwckxyjkf2g67ue","","/survey/selfserve/53d/181153?state=134ee2a75408ad18344ec8c60936f4f032345c20Q000CD9000000464",3,1,"",37,7,3,1,4,2,3,4,1,4,6,2,"73020",3,1,2,3,0.01,2,2,2,2,2,6,6,2,2,2,2,2,2,2,2,2,7,"",2,2,2,3,3,2,3,1,1,3,2,2,3,3,2,2,2,2,4,3,2,2,2,4,2,2,2,2,2,NA,1,1,1,1,1,3,3,1,3,2,3,3,3,3,3,3,2,2,3,3,1,0,"e761ca55-30ad-2d96-56ac-fc4aa848e081"
"28",893,"40tj9ed94eh3f48x","11/13/2018 16:21","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,18,1,1,1,1509.72,4,"",10,"",5,6,"11/13/2018 15:56","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","x0801cmnekzw59gw","","/survey/selfserve/53d/181153?state=2a4548ae70d6d1bf0cfe20504fffdfeee7e7eecaQ001MWY600000403",3,1,"",15,3,2,1,3,2,1,2,2,4,5,1,"47006",2,2,1,2,0.01,5,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,"",3,2,1,1,1,1,1,1,2,6,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1,1,1,NA,1,1,1,2,1,5,5,5,5,5,5,5,5,5,2,5,1,4,2,0,1,"0bbe09a3-8aa8-fff3-895a-3f95f7c29273"
"29",1061,"uawb1mu9fzcqxhmu","11/13/2018 16:30","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,26,1,2,1,905.24,14,"",10,"",1,2,"11/13/2018 16:14","","","114","Mozilla/5.0 (Linux; Android 9; Pixel 2 XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","55vh4tjn2fn6ax6y","","/survey/selfserve/53d/181153?state=b73797acb3d7bb3f4576e1cdea29e297b60b33deQ002O45B0000048b",3,1,"",44,7,3,1,4,2,1,5,1,4,1,1,"78664",4,1,1,3,0.01,1,3,3,2,2,6,6,4,6,6,1,1,1,1,1,2,1,"",2,3,1,2,4,1,4,1,1,3,3,3,3,3,2,3,3,2,2,2,1,3,2,4,4,4,1,2,3,2,NA,2,2,2,1,4,1,4,2,1,3,4,2,3,4,4,2,5,5,8,0,1,"92aed612-ebbf-e629-9aeb-e085c59333c3"
"30",1256,"4c1n5hpehv153c6q","11/13/2018 17:08","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,26,1,2,1,544.14,13,"",12,"",5,6,"11/13/2018 16:59","","","114","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:60.0) Gecko/20100101 Firefox/60.0","..","8b1h5z604uv4va0f","","/survey/selfserve/53d/181153?state=903b89306773b999ef2bbf1c07fb311ff58dcd1bQ0037N8E000003ed",3,1,"",5,9,4,1,6,3,1,2,2,4,1,1,"90046",2,2,1,4,0.01,5,2,2,2,2,4,4,6,4,6,4,4,3,4,4,4,4,"",4,2,1,1,1,1,5,1,1,6,1,1,1,1,1,3,1,3,3,4,3,2,3,1,1,1,1,1,1,1,NA,1,1,1,1,2,4,5,4,3,4,4,4,4,4,1,1,5,5,8,0,1,"79d86ecf-b39c-593d-d236-58f307d7241f"
"31",1295,"eu3s07suzygnqdm5","11/13/2018 17:14","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,21,1,1,1,577.55,14,"",10,"",1,2,"11/13/2018 17:05","","","114","Mozilla/5.0 (Linux; Android 7.0; LGL84VL Build/NRD90U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","g1e0an93h0b3xae1","","/survey/selfserve/53d/181153?state=1b2ae3bb4dbaf280129d521da405648e72bbd182Q003AVOC000004a7",3,1,"",11,5,3,1,6,3,1,5,1,4,5,1,"31064",3,1,1,4,0.01,2,1,2,3,3,5,5,5,5,1,1,1,1,1,2,2,1,"",2,3,2,4,4,4,4,2,NA,3,3,3,2,1,4,1,3,2,2,3,3,1,1,3,5,3,1,2,3,NA,1,2,1,1,2,1,1,1,2,2,3,1,3,1,3,4,3,3,1,5,1,0,"81c251e6-569e-6ae8-c81f-67e9bde68334"
"32",1298,"tgphkyfgnr489d66","11/13/2018 17:19","/TOTAL/CINT,/Gender/yaxdo,/Age/xZE0a,/GenderAge/sQTTp,/Race/FIYZ",3,1,37,2,2,1,839.33,14,"",10,"",1,2,"11/13/2018 17:06","","","114","Mozilla/5.0 (Linux; Android 7.1.1; Z899VL Build/NMF26V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36","sa","u2f7p1e7xdrngenk","","/survey/selfserve/53d/181153?state=1f0bfcc51768929e58713726a038ae484e2d99e1Q003B99T00000465",3,1,"",16,4,2,1,8,3,1,4,1,4,2,1,"50312",3,1,2,4,0.01,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,"",1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,2,2,4,3,2,2,2,2,2,1,3,1,1,NA,1,1,1,1,1,4,3,3,3,3,3,4,4,4,4,4,2,2,2,2,1,0,"e6f779ef-dd7e-40b4-fd16-4fdc4185cb3f"
"33",1558,"tq0cuf8f7qayew6z","11/13/2018 22:57","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,34,1,2,1,739.5,14,"",10,"",1,2,"11/13/2018 22:45","","","114","Mozilla/5.0 (Linux; Android 7.1.1; SM-J700T1 Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 Mobile Safari/537.36","sa","t4u48zrz4ry3ke4b","","/survey/selfserve/53d/181153?state=c31314aa1c49c47f0deddac496c5a0f0ffd666d1Q003Q3WB00000466",3,1,"",44,7,3,1,3,2,2,4,1,4,5,2,"76502",3,1,2,2,0.01,4,3,4,3,2,5,5,6,5,5,4,4,4,4,4,4,11,"",3,3,1,1,1,1,1,1,2,5,3,3,3,3,3,3,3,3,3,4,2,3,3,1,3,2,1,1,1,1,NA,1,1,1,1,5,5,5,5,5,5,5,5,5,5,3,3,2,3,6,0,1,"17655162-517a-b415-6a9b-674eec6d40b0"
"34",8,"2jcjqfaf483cu1gv","11/13/2018 14:27","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,43,2,3,1,361.41,14,"",10,"",1,2,"11/13/2018 14:21","","","114","Mozilla/5.0 (Linux; Android 7.0; LGMS210 Build/NRD90U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","jg3wevrzwuqp7t2h","","/survey/selfserve/53d/181153?state=02a5c68327dc8df7be7b12bd21cbeae0efbbaf95Q000099A0000046f",3,1,"",10,5,3,1,3,2,1,6,4,4,6,1,"34653",2,1,2,2,0.01,3,5,3,4,4,6,6,6,6,6,6,4,3,3,3,3,12,"",4,4,5,5,5,5,5,2,NA,6,4,4,4,4,4,4,4,4,1,1,4,4,4,1,1,4,5,2,3,2,NA,2,1,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,1,"48369c7c-5c07-229f-0085-aa1d277ac9ab"
"35",159,"zmbz1yugkeq9zg90","11/13/2018 15:46","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,36,2,2,1,481.25,14,"",10,"",1,2,"11/13/2018 15:38","","","114","Mozilla/5.0 (Linux; Android 5.0.1; LGL33L Build/LRX21Y; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.86 Mobile Safari/537.36","sa","gyuv1p620u0srn82","","/survey/selfserve/53d/181153?state=0025226fab9a23db14612683b7d07b94f57f1ddaQ0004HUV00000472",3,1,"",18,6,3,1,4,2,3,2,2,4,6,2,"40402",3,3,2,3,0.01,5,2,3,3,2,3,3,3,3,3,4,4,2,3,3,3,2,"",3,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,3,2,2,2,3,2,2,1,2,2,NA,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,1,2,3,3,9,1,0,"48575955-1c1f-4644-60ac-6f7cd504cf85"
"36",237,"8p1qmww7agvdcwvd","11/13/2018 15:54","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,24,1,2,1,705.97,14,"",10,"",1,2,"11/13/2018 15:43","","","114","Mozilla/5.0 (Linux; Android 8.1.0; SM-J727T1 Build/M1AJQ; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","8z5768rx0gx3pzey","","/survey/selfserve/53d/181153?state=ecfc4b0315f8b1ededd77e711b0dc3442410d28bQ0009TAY00000498",3,1,"",37,7,3,1,3,2,1,2,2,4,1,1,"73071",1,2,1,2,0.01,4,2,2,3,2,4,2,5,2,2,4,3,2,4,4,3,2,"",2,2,1,1,2,1,2,2,NA,4,3,1,2,1,1,1,1,2,4,3,3,2,3,1,1,1,1,2,2,NA,1,2,1,2,2,2,3,4,3,4,4,3,3,2,5,1,2,5,5,1,1,0,"af54e22d-f89b-0343-63d4-d47f3580f1fd"
"37",377,"kb4e9u6tcchz4ujr","11/13/2018 15:55","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,45,2,3,1,506.35,12,"",11,"",1,1,"11/13/2018 15:47","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","si","xnp37m0063g0fxj2","","/survey/selfserve/53d/181153?state=95a744c6041ab5f8965b53eb70c70c3a9b85eb90Q000G5Z40000045d",3,1,"",10,5,3,1,4,2,2,1,2,4,6,2,"32223",1,1,3,3,0.01,5,1,5,4,3,3,4,1,4,2,4,4,4,4,4,4,5,"",4,2,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,1,1,NA,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,1,1,1,4,6,1,0,"c68ce5b3-cd82-0fb4-bb4a-d3a7cd6b1d63"
"38",471,"8ns05crd4ak58zbq","11/13/2018 15:58","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,45,2,3,1,618.96,4,"",10,"",5,6,"11/13/2018 15:48","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","b0ctqwjayqvap7vm","","/survey/selfserve/53d/181153?state=f005526377cbef05661aaec49501a8ab5c51efc8Q000JZO500000404",3,1,"",18,6,3,1,4,2,2,2,2,4,6,2,"42211",3,3,3,3,0.01,5,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,2,"",4,1,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,1,1,NA,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,2,2,1,4,10,1,0,"0d226d8b-a642-866c-1572-5b09262b7f58"
"39",857,"azfmqgddt75jvwze","11/13/2018 16:00","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,23,1,2,1,322.51,4,"",10,"",5,6,"11/13/2018 15:55","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","w6y0yhv9zd3egft1","","/survey/selfserve/53d/181153?state=06b35bbeb11a3b4600411265cd6b5217e8f4c989Q001HY8E00000444",3,1,"",11,5,3,1,4,2,1,2,2,4,1,1,"31312",3,1,1,3,0.01,5,3,4,5,2,4,3,4,3,3,4,4,4,3,3,3,7,"",3,2,1,1,2,1,5,1,2,3,4,1,4,1,1,1,1,1,3,4,3,3,4,5,1,2,1,2,3,NA,2,1,2,1,2,2,2,3,3,3,3,3,3,2,2,1,5,2,3,8,1,0,"59ccee44-4fcc-1f09-fbbd-d8e788a59c97"
"40",657,"066zp84p5fp4p4rs","11/13/2018 16:02","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/FIYZ",3,1,31,1,2,1,686.45,14,"",10,"",1,2,"11/13/2018 15:51","","","114","Mozilla/5.0 (Linux; Android 6.0.1; Z981) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","2tfhhzzq9nmg209n","","/survey/selfserve/53d/181153?state=6f228b3ed6c0f5677c93de20b9ee69f0adb57e62Q000V5LH000002f6",3,1,"",33,2,1,1,3,2,1,6,4,4,1,1,"10453",3,2,2,2,0.01,3,5,3,4,3,6,6,6,6,6,4,4,4,4,4,4,12,"",4,4,5,5,5,5,5,2,NA,6,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,1,2,2,2,NA,2,1,2,2,5,1,1,1,1,1,1,1,1,1,5,5,5,5,3,0,1,"8da34c95-8602-a311-946c-7a889d2e9d4c"
"41",249,"8qbsrftpbb1awdxm","11/13/2018 16:06","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,32,1,2,1,1349.43,4,"",10,"",5,6,"11/13/2018 15:44","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","54ukb4qvd0t4bm42","","/survey/selfserve/53d/181153?state=f4bd80d995f997b8506be4b263df1f96c61f98b3Q000AAU50000043a",3,1,"",41,5,3,1,6,3,4,4,1,4,5,3,"29605",3,1,2,4,0.01,2,2,3,1,2,2,1,4,2,2,2,2,2,3,3,2,11,"",2,2,1,1,1,1,3,1,3,4,3,3,2,1,1,3,2,3,4,2,1,1,2,1,2,1,1,2,2,1,NA,2,1,1,1,3,2,3,3,2,3,5,3,5,5,3,1,2,3,1,0,1,"fbbed3f8-7089-35f7-8901-e5958092a528"
"42",269,"tsungcujzck6xdw8","11/13/2018 16:53","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,33,1,2,1,4066.2,14,"",10,"",1,2,"11/13/2018 15:45","","","114","Mozilla/5.0 (Linux; Android 9; Pixel 2 XL Build/PQ1A.181105.017.A1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","wrczb8ynp1tr54dr","","/survey/selfserve/53d/181153?state=c7fb70ea61b6aba51c4229cb1369bc6496d32569Q000C9JK0000049b",3,1,"",41,5,3,1,6,3,4,4,1,4,5,3,"29707",3,1,2,4,0.01,4,5,3,3,2,2,6,6,6,6,3,2,2,2,2,3,11,"",3,3,1,1,3,1,4,1,2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,1,1,1,1,2,2,NA,1,1,1,2,1,3,1,2,2,2,2,2,2,2,3,3,1,5,5,1,1,0,"5ea09a2f-2f01-7de9-97d6-ac8b1e15fbff"
"43",430,"eh2rnqbdq0d5yns1","11/13/2018 15:53","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/vUjw",3,2,23,1,2,1,337.61,4,"",10,"",5,6,"11/13/2018 15:47","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36","..","cmfff04fuw3eexy4","","/survey/selfserve/53d/181153?state=75e6c304dfd747040c0b67f867477e372ee6fec3Q000KBUE000002d5",3,5,"Mixed Race",18,6,3,1,6,3,5,1,2,4,5,4,"40504",1,1,1,4,0.02,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,"",4,2,1,1,1,1,3,1,3,5,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,2,2,NA,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,2,1,4,1,1,0,"e10253b1-7fb6-b8c9-3548-6529d5529761"
"44",126,"b5ed3u445kp6c0ke","11/13/2018 15:56","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,43,2,3,1,1202.1,14,"",10,"",1,2,"11/13/2018 15:37","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SM-G960U Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","68zf1farkjzg92gs","","/survey/selfserve/53d/181153?state=75d71c63e5875ddb72485339eb00d41d0fe27d23Q0003ITK0000046d",3,1,"",5,9,4,1,6,3,12,5,1,4,6,7,"92040",5,1,2,4,0.02,1,4,5,1,4,1,1,4,6,4,1,1,1,1,1,1,1,"",1,4,1,1,5,2,1,1,1,3,2,2,2,2,2,2,2,2,4,1,1,4,1,4,4,4,4,1,1,1,NA,1,1,1,2,4,1,1,1,1,1,1,1,1,1,4,4,4,1,7,0,1,"a6c14fb4-11d6-5130-f64d-79eaa237c060"
"45",1050,"f6v9ctv7n4q8usuv","11/13/2018 16:23","/TOTAL/CINT,/Gender/yaxdo,/Age/ySjbx,/GenderAge/k73Ap,/Race/vUjw",3,1,28,1,2,1,657.83,14,"",10,"",1,2,"11/13/2018 16:12","","","114","Mozilla/5.0 (Linux; Android 7.0; LGMP450) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","3pwy0juhsd7p5ra4","","/survey/selfserve/53d/181153?state=a8b7f2fe2138c0fa96f2615af20e10fb36779e82Q002N04200000458",3,5,"Israelite",6,8,4,1,3,2,1,6,4,4,1,1,"80017",3,1,1,2,0.02,4,5,3,5,1,6,6,6,6,6,6,3,2,3,3,4,12,"",3,3,1,1,1,1,1,1,3,2,4,4,4,4,4,4,4,4,4,4,3,2,4,2,2,2,2,5,5,NA,1,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,8,1,0,"497ff400-5cdd-d859-4bf9-c2546cf248d0"
"46",1605,"6hykew59a8ebrdu1","11/14/2018 00:52","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/vUjw",3,2,48,2,3,1,838.58,14,"",10,"",1,2,"11/14/2018 00:38","","","114","Mozilla/5.0 (Linux; Android 8.0.0; SM-G950U Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","tm8m9sy8c461e373","","/survey/selfserve/53d/181153?state=fa8761d18ec3fe1a117407e2a5dd4971e26de101Q003T8XQ00000475",3,5,"Mixed race",44,7,3,1,6,3,5,5,1,4,6,4,"77372",5,3,3,4,0.02,1,2,4,1,1,1,4,4,6,4,1,1,1,1,1,1,1,"",2,4,1,1,4,1,4,1,1,3,2,2,2,2,2,2,2,2,4,1,1,4,1,4,4,3,3,5,5,NA,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,5,4,1,1,1,0,"44e152a8-ffba-6169-e351-64ca0995267e"
"47",592,"atg1hqx83wha9qmm","11/13/2018 15:54","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,37,2,2,1,308.97,14,"",10,"",1,2,"11/13/2018 15:49","","","114","Mozilla/5.0 (Linux; Android 6.0.1; SM-S327VL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.80 Mobile Safari/537.36","sa","r76za60adsbwev5n","","/survey/selfserve/53d/181153?state=bfc897ad1d364c684669329df9e597c6f27c8cfbQ000P3MF00000323",3,1,"",16,4,2,1,4,2,1,6,4,4,6,1,"50533",5,3,2,3,0.03,3,5,3,5,4,6,6,6,6,6,6,4,4,4,4,4,11,"",4,4,5,5,5,5,5,1,2,6,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,NA,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,0,"6f6cb404-4143-5d6c-5bfd-8247754949d4"
"48",456,"xv7bcn6vwg8gb5t6","11/13/2018 15:54","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,35,2,2,1,392.83,12,"",11,"",1,1,"11/13/2018 15:48","","","114","Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1","si","kjhf5ajrbtau2fpv","","/survey/selfserve/53d/181153?state=f1e0bff0f41292aa0349226de8131cbda520bd6bQ000I7SW00000493",3,1,"",10,5,3,1,6,3,5,4,1,4,6,4,"33312",2,2,2,4,0.04,2,2,1,2,1,2,2,2,5,2,1,2,3,3,4,3,1,"",1,3,1,1,1,1,1,2,NA,3,2,4,1,2,2,2,2,4,4,2,1,4,1,2,4,4,2,1,1,NA,2,1,2,2,2,3,3,4,3,1,4,4,3,3,2,1,4,4,2,1,1,0,"0f6508ac-47fc-e376-5255-3e4e67fb537d"
"49",367,"49kuw3mg4up83v98","11/13/2018 15:55","/TOTAL/CINT,/Gender/xJAGz,/Age/xZE0a,/GenderAge/aMoPc,/Race/FIYZ",3,2,44,2,3,1,499.46,4,"",2,"",5,6,"11/13/2018 15:47","","","114","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","..","t3pa9cuafv9yk3h6","","/survey/selfserve/53d/181153?state=08c304b27f5f2ca27e2f4405ccdd435c32f7fca5Q000FGJY0000043c",3,1,"",8,5,3,1,6,3,5,4,1,4,6,4,"19963",4,3,2,4,0.04,4,2,2,2,2,2,3,4,2,4,3,3,2,3,3,4,3,"",2,3,1,1,1,1,3,1,1,2,4,2,2,4,1,2,2,1,3,4,1,4,4,1,4,1,2,1,1,1,NA,1,1,1,1,5,1,4,3,1,4,4,1,2,2,2,4,4,3,1,0,1,"909489f0-9f99-639b-a309-bfbf779f4c20"
"50",271,"my1t6n19jwheju94","11/13/2018 15:51","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,34,1,2,1,354.5,14,"",10,"",1,2,"11/13/2018 15:45","","","114","Mozilla/5.0 (Linux; Android 7.0; LG-H820 Build/NRD90U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36","sa","s0k2rd44ugytkwy4","","/survey/selfserve/53d/181153?state=a0b7a1487e928ceb6a392762d1cbf2791b5b1dafQ000CC7M00000472",3,1,"",26,4,2,1,4,2,2,6,4,4,5,2,"65732",3,3,2,3,0.05,3,5,3,5,4,6,6,6,6,6,6,2,2,2,2,2,12,"",2,2,5,5,5,5,5,1,3,6,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,1,NA,2,1,2,2,6,5,5,5,5,5,5,5,5,5,5,5,5,5,9,0,1,"3d5b0bbc-8bad-ec6b-6c45-3d700ece5b6e"
"51",454,"rskkqjyj5k3fs1cz","11/13/2018 15:52","/TOTAL/CINT,/Gender/xJAGz,/Age/ySjbx,/GenderAge/YZ8P3,/Race/FIYZ",3,2,28,1,2,1,271.55,5,"",10,"",5,6,"11/13/2018 15:48","","","114","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36","..","xf527ph3pb1cm3kw","","/survey/selfserve/53d/181153?state=a1ce007e8c0e98533935794d894bfe1de1a6bde8Q000J67X0000042b",3,1,"",10,5,3,1,6,3,4,1,2,4,5,3,"33972",1,1,1,4,0.05,5,4,2,4,3,4,4,2,4,3,4,4,3,4,4,4,3,"",4,2,2,1,2,2,1,1,2,4,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,4,1,0,1,"3624522f-f8a8-b9f0-13d6-640f1db810ff"
